Num,target,statement
196,Pro,Meghwal said that about  23.2 per cent of the economic activity is shadow economy and government's push to cashless transactions will widen the tax bracket.
197,Pro,Rohatgi in turn said the provision would not be enforced retrospectively.
198,Anti,"Two lakh ATM machines could not have been deliberated in advance to be in tune with new notes as the cash would have been out of the banks, Rohatgi said, adding that secrecy is the key to such actions."
199,Pro,Rohatgi said there were approximately one lakh branches of various banks and two lakh ATMs besides the post offices across the country to dispense cash to common people and the restriction on withdrawal is there to ensure that the money be paid to maximum number of people.
200,Pro,"Attorney General Mukul Rohatgi, appearing for the Centre, said that the government is aware of the situation in co-operative banks which lack proper infrastructure and mechanism as compared to scheduled banks."
201,Pro,"Rohatgi said, Several cases are filed each passing day in various high courts on various aspects post demonetisation and it is not possible to deal with cases simultaneously in Kerala, Kolkata, Jaipur and Mumbai."
202,Pro,Rohatgi told the apex court that general rule is that the cash transactions in the market should not be more than four per cent of the GDP but it is 12 per cent in India.
203,Neutral,Rohatgi told the bench that various petitions have been filed challenging the demonetisation move before different high courts across the country and these matters should be transferred to the apex court or one of the high courts.
204,Pro,"Attorney General Mukul Rohatgi, appearing for the Centre, had said that the government was aware of the situation in cooperative banks which lack proper infrastructure and mechanism as compared to scheduled banks."
205,Pro,"Speaker Sumitra Mahajan said since the bill is of urgent public importance, it has to be passed immediately."
206,Pro,"NEW DELHI: The withdrawal limit of savings bank account of Rs 24,000 per week will soon go, and the government is in discussions with the Reserve Bank of India (RBI) to issue lower-denomination notes, Economic Affairs Secretary Shaktikanta Das said here on Friday."
207,Pro,"Das said the remonetisation exercise the government had launched on November 8, 2016, which involved scrapping of Rs 500 and Rs 1,000 denominations notes, is nearly complete."
208,Pro,Economic Affairs Secretary Shaktikanta Das also said a time limit for farmers to pay crop insurance premiums has been extended by 15 days.
209,Pro,"Economic Affairs Secretary Shaktikanta Das said SPMCIL fulfils a sovereign function by printing currency notes, minting coins and printing non judicial papers and stamps."
210,Pro,"NEW DELHI: Battling the oppositions criticism on its sudden move to ban the big currency notes to check black or untaxed money, Economic Affairs Secretary Shaktikanta Das on Friday said the people who are indulging in or colluding with money laundering or converting black money into white will not be spared."
211,Pro,"NEW DELHI: All automatic teller machines (ATMs) will be re-calibrated in the next few days to ease the flow of currency notes and to reduce the inconvenience faced by the public, says the Economic Affairs Secretary Shaktikanta Das."
212,Pro,"The enhanced fund limit by NABARD for district central cooperative banks will be passed on to the primary agricultural cooperative societies and they will get activated and will meet the crop loan requirement of the farmers for Rabi season, said Das."
213,Pro,"If additional sanction limit is required, over and above the Rs 21,000 crore limits, it can be sanctioned by NABARD, said Das."
214,Pro,"The required cash will be made available, said Das."
215,Pro,"The entire banking structure is geared up to meet the situation, said Das."
216,Pro,"There will be no charge on use of debit cardsthe move will help in greater penetration of digital transactions into our economy and hope that more and more people will move to digital transactions, said Das."
217,Pro,"It is already happening, said Das."
218,Pro,"The governments intention is also to increase digital transaction and ensure that more and more people migrate to digital money, said Das."
219,Pro,"Backing the governments decision, Economic Affairs Secretary Shaktikanta Das earlier today said that there was a need to revive the currency as the value of rupee has depreciated after 2001, adding notes of Rs. 1,000 will be introduced in due course."
220,Pro,"Throwing light on the other logical reasons behind the government deciding to infuse the new currency, Das said: Firstly, the logistical reason behind the very decision was to make it convenient for the citizens to exchange or deposit the old notes and get the value out of the new notes."
221,Pro,"Das further said the RBI is going to closely monitor and regulate the release of Rs. 2000 note, adding the central bank will in due course infuse notes of Rs. 1000 in the market with a new design, dimension and color combination, which will look different from the old ones."
222,Pro,Das said that the provision of Electronics Product Code Global Incorporated (EPCG)-compliant RFID (Radio-frequency ID) facility in all new vehicles will ensure payment of toll digitally.
223,Pro,"Up to Rs 50,000 can be deposited in Jan-Dhan accounts, Economic Affairs Secretary Shaktikanta Das told reporters here."
224,Pro,Das said the legitimate Jan-Dhan account holders would not be put to any kind of difficulty.
225,Pro,"Das said, Jan-Dhan account holders should not allow other people to use their accounts to convert their black money into white."
226,Pro,"In a few months, Rs 1,000 notes with new features will be brought into the market, said Economic Affairs Secretary Shaktikanta Das while addressing the Economic Editors Conference."
227,Pro,"6:56: Modi says under his government the poor got affordable medicines, 104 satellites were launched in a single flight."
228,Pro,"kumar uttam (@meetuttam) May 26, 20173:56pm: I want to assure people of India that the Kashmir situation will soon be brought under control, says Amit Shah3:53pm: Modi govt has met peoples aspirations, says Amit Shah3:51pm: Ease of doing business improved, FDI inflow grew, says Amit Shah3:50pm: India has grown as an economic leader, says Shah3:48pm: BJP president Amit Shah speaks to media on 3 years of Modi govt2:37pm: NE of Northeast would mean New Economy, New Energy, New Empowerment, New Engine, says PM Modi2:32pm: PM Narendra Modi launches SAMPADA Yojana- Scheme for Agro Marine Processing and Development of Agro Processing Clusters2:29pm: In New India, we have to move towards ever green revolution, says PM Modi2:27pm: If northeast starts working in this (organic farming) direction, India can become one of the biggest centres of organic farming, says PM Modi2:26pm: In northeast, the likelihood of organic farming is very high: PM2:24pm: We laid emphasis on Pradhan Mantri Krishi Sinchai Yojana, says PM Modi2:19pm: We cant bring change in the country through tokenism, says PM Modi at his Dhemaji rally2:17pm: Our dream is to double farmers income by 2022, the year when India completes 75 years of Independence: PM Modi2:15pm: We want to bring modernisation in agriculture, says PM Modi2:12pm: PM Narendra Modi is addressing another rally in Assams Dhemaji12:19pm: PM renames Dhola Sadiya Bridge as Bhupen Hazarika Bridge12:18pm: Within the first year of BJP rule in Assam, the state is getting rid of many of its problems, says PM Modi12:14pm: The bridge will save time, says PM12:12pm: The bridge will be a link in the development of two states- Arunachal Pradesh and Assam: PM12:10pm: Prime Minister Modi says the bridge will bring an economic revolution12:08pm: This bridge will open new avenues for the farmers, says PM Modi in Assam12:04pm: It is a proud moment for the country that Indias longest bridge has been constructed in Assam, says PM Modi12:00pm: PM Modi is addressing a rally in Dhola, Assam11:50am: Congress leader Kamal Nath said BJP spending Rs 2000 cr on celebration,3 years of Modi govt can be summed up as Bhashan aur aashwaasan, yeh hai mera shaasanFuturistic infrastructure that will power India's growth."
229,Pro,10:10am: PM Modi arrives in Dibrugarh to inaugurate Dhola-Sadiya bridge and other projects (ANI Photo)9:00 am: Prime Minister Narendra Modi said these years have seen concrete steps that have transformed the lives of the people.
230,Pro,"Spelling out advantages of demonetisation, Meghwal said that it will help lower interest rate."
231,Pro,"Spelling out advantages of demonetisation, Meghwal said that it will help lower interest rate."
232,Pro,"Assuring relief to the MSME sector, Meghwal said the next budget will look into their concerns."
233,Pro,"Spelling out advantages of demonetisation, Meghwal said that it will help lower interest rate."
234,Pro,"With regard to the Goods and Services Tax (GST), Meghwal said the government intends to implement it from April 1."
235,Pro,"In a written reply to the Rajya Sabha, Meghwal said: No high quality FICN has been recovered post demonetisation."
236,Pro,"As regards seizure of FICN of 2,000 denomination by BSF and NIA on the Indo-Bangladesh border, Meghwal said: The forensic lab had reported the use of stamp paper in printing these notes."
237,Pro,"(PTI Photo)Demonetisation has narrowed the gap between rich and poor and will help boost GDP growth, Minister of State for Finance Arjun Ram Meghwal told Lok Sabha Monday."
238,Pro,"Replying to a debate on demand for grants (general budget), which the House passed by voice vote, Meghwal said the Opposition has been questioning demonetisation but the verdict in UP and other states had proved people stood with PM Narendra Modi."
239,Pro,"On advancing of the Budget presentation date, criticised by Opposition parties, Meghwal said the decision was based on the recommendation of the group of secretaries."
240,Pro,"The Reserve Bank of India procures papers for printing new currency notes of Rs 2000 and Rs 500 from existing suppliers, Meghwal said in reply to a separate question."
241,Pro,"Asked about recalibration of ATMs and banks, Meghwal said out of total  2.18 lakh ATMs across the country, around  1.98 lakh have been recalibrated as on January 4, 2017."
242,Pro,"Two factories were unearthed in Bawana and a case was registered Fake coins of Rs 5 and Rs 10 denomination valuing over Rs  6.37 lakh in Indian currency were recovered, Meghwal said."
243,Pro,"Ninety-one deaths do not occur when people do not have money, Mr. Rohatgi said."
244,Pro,"But our objective is to wipe out black money and end terror financing, Mr. Rohatgi said."
245,Pro,"In a written reply to the Rajya Sabha, Meghwal said: No high quality FICN has been recovered post demonetisation."
246,Pro,"As regards seizure of FICN of 2,000 denomination by BSF and NIA on the Indo-Bangladesh border, Meghwal said: The forensic lab had reported the use of stamp paper in printing these notes."
247,Pro,"In a separate reply, when asked how much old Rs 500 and Rs 1,000 notes (SBNs) were deposited/exchanged upon being de-legalised, Meghwal said specified bank notes (SBNs) worth Rs  12.44 lakh crore were returned to currency chests of RBI by December 10, 2016."
248,Anti,"Accusing the government of bringing GST to favour the corporates, Chidambaram said his party Congress had to speak for the common people, who were the ""third factor"" besides the Centre and states, that would be affected by taxes."
249,Anti,"Chidambaram said indirect taxes, being regressive in nature, are kept at minimum the world over and it ranges from  14.1 per cent in emerging economies like India to a maximum of  16.8 per cent in developed countries."
250,Anti,"Chidambaram said, ""This is far too important legislation which will impact the next 50-100 years""."
251,Neutral,"Chidambaram said the dispute resolution between the Centre and a state or between two states or between a group of states is not a matter on which the Constitution is silent""."
252,Pro,"Former finance minister P Chidambaram, who was elected to the Rajya Sabha in June, had said the government could accommodate Congress demand for mentioning the GST rate cap in the Constitution (122nd Amendment) or GST Bill through skilful drafting."
253,Pro,Drabu told members that it was is in the interest of J&K to shift to the new tax regime to protect the interests of the State and all stakeholders.
254,Pro,"Trying to clear apprehension of opposition and traders, Finance Minister Haseeb Drabu said J&K Legislature can enact a comprehensive GST law, where tax will be levied corresponding to aggregate SGST and CGST""."
255,Pro,Drabu told members that it was is in the interest of J&K to shift to the new tax regime to protect the interests of the State and all stakeholders.
256,Pro,"After the passage of GST bill with voice vote, Drabu said new tax regime will roll out in the state at midnight, making J&K the last state to join the GST."
257,Pro,"Drabu said the Proviso-3 of the Presidential Order clearly states that notwithstanding anything contained in this order, the powers of J&K as per Section-5 of the Constitution of State, shall remain intact."
258,Pro,Drabu said all necessary safeguards to Section-5 of the J&K State Constitution and those enshrined in Article-370 of the Indian Constitution have been incorporated in the Presidential order regarding which apprehensions were expressed by some legislators during the discussion on the GST legislation.
259,Pro,"After the passage of GST bill with voice vote, Drabu said new tax regime will roll out in the state at midnight, making J&K the last state to join the GST."
260,Pro,"Drabu said the Proviso-3 of the Presidential Order clearly states that notwithstanding anything contained in this order, the powers of J&K as per Section-5 of the Constitution of State, shall remain intact."
261,Pro,Drabu said all necessary safeguards to Section-5 of the J&K State Constitution and those enshrined in Article-370 of the Indian Constitution have been incorporated in the Presidential order regarding which apprehensions were expressed by some legislators during the discussion on the GST legislation.
262,Pro,"Reacting to the demand of opposition to bring a separate GST law for J&K, Drabu said alternative law will require amending constitution of J&K and of India."
263,Neutral,"Drabu said Article 370, which gives special status to J&K under Indian Constitution, should be protected and used for development of the state and for the empowerment of people."
264,Anti,"If the GST overwrites Article 370 of Indian constitution or section 5 of J&K constitution) I will not come back to this House,"" Drabu said."
1,Anti,"In the May 16 letter, Mr. Ramesh said: The issues raised by the Pension Parishad should offer the Government an opportunity to relook at the way IGNOAPS is operating in practice."
2,Anti,"Addressing reporters here on Thursday, BJP spokesperson Ravi Shankar Prasad said two senior Ministers had announced the scheme at the Congress headquarters on Monday even though Parliament was in session."
3,Pro,", Prasad said after the meeting, adding that this is something I am considering for replication in our larger vision for Digi Gaon initiative."
4,Pro,"1 bn Aadhaar cards soonTalking about Aadhaar, Nilekani said 910 million people have the cards and this number will reach one billion by March 2016."
5,Pro,"A day isn't far away when banks have no premises or paper, PM Modi said."
6,Pro,"Aadhaar as the foundation of electronic transfer of benefits to beneficiaries of various social sector schemes should yield significant benefits, said Nandan Nilekani, Chairman, UIDAI, addressing a press conference in New Delhi on Friday."
7,Pro,"Aadhaar example of using technology to leapfrog: NilekaniMelbourne, Oct 16, 2013, (PTI) : 9:29 ISTAadhaar project is an example ofusingmodern technology to leapfrog for future development and transformation of a country, UIDAI chairman Nandan Nilekani has said."
8,Pro,"Aadhaar New Delhi (PTI): The government has set a target to enrol about 60 crore people by the end of 2014 under the Unique Identification Authority of India (UIDAI) enabled Aadhaar cards, its chairperson Nandan Nilekani said on Thursday."
9,Neutral,"Asked if Aam Aadmi Party candidates too qualified as clean, Nilekani said: While I agree that the AAP has brought in positive change, its really a party with the DNA of agitation."
10,Pro,"Aadhaar project is to solve the problem of people who do not have an acknowledgement of their existence by people and the state or lack of acknowledgement of their identity, he said."
11,Pro,"Aadhaar project would use today's latest and modern technology , said Dr. Singh."
12,Neutral,Nilekani said the powers of UIDAI director-general Ram Sewak Sharma and financial adviser K. Ganga had been delegated by the plan panels deputy chairperson and expenditure secretary respectively.
13,Neutral,"Prime Minister Narendra Modi (File Photo) Prime Minister Narendra Modi (File Photo)ACCUSING THE Samajwadi Party (SP) government in Uttar Pradesh of indulging in discrimination (bhedbhav), Prime Minister Narendra Modi said on Sunday that if a village gets a graveyard, it should get a cremation ground too; if there is electricity during Ramzan, it should be there on Diwali as well; and if there is electricity during Holi, it should be there on Eid too."
14,Pro,"Aadhaar will provide a big platform to fight corruption, said UIDAI Chairman Nandan Nilekani, who is expected to contest forthcoming Lok Sabha elections on Congress ticket."
15,Anti,Modi said the biggest problem in Uttar Pradesh is discrimination.
16,Neutral,"Yadavs say only those associated with the family are getting their rights, and the rest goes to Muslims), said Modi."
17,Anti,"Targeting the Akhilesh Yadav government on law and order, Modi said goonda raj prevails in the state and police stations have become the SPs offices."
18,Anti,"A nation which is divided because of reasons like caste and religion cannot achieve great things, PM Modi said."
19,Pro,Aadhar chairman Nandan Nilekani said all certified partners would be able to embed authentication features in their applications.
20,Anti,"The data breach, senior Congress leader Jairam Ramesh said, makes a complete mockery of all that Jaitley and Ravi Shankar Prasad have said in Parliament."
21,Pro,"Addressing a well-attended public meeting, Modi said a mobile phone would soon replace premises-less, paperless banking system."
22,Pro,"Addressing the 8th Civil Services Day, Singh said his government has made sustained efforts to curb corruption and enhance transparency and accountability in public works."
23,Pro,"After reviewing the existing arrangements for the administration of pension disbursement under NSAP, immediate action must be taken for updating and completing database of all pension beneficiaries; seeding the NSAP database with the bank/post office account details as well as Aadhar number; use of bank/post office account number to transfer the pension amount and launching a drive to enrol pensioners who have not so far enrolled for Aadhar in order to position NSAP for DBT, Ramesh said in a letter."
24,Pro,"After the BJP government took charge, Prime Minister Narendra Modi had asked UIDAI to fast-track the enrolment process."
25,Pro,"AGARTALA: Union minister Jairam Ramesh has said 'Aadhaar' numbers, the unique 12-digit identification numbers given to residents of India, would be used to provide different social pensions, MGNREGA wages to workers and scholarships to students."
26,Pro,"And then we definitely intend to roll it out by April, Nilekani told reporters here."
27,Pro,"And those who don't have phones need simply use their Aadhar cards to make payments at micro-ATMs, Nilekani said."
28,Pro,"And we must recognise the value of it as an anti-corruption platform, Nikelani said during an event."
29,Pro,"As Nandan Nilekani says, with the use of Aadhar-enabled eKYC, shifting from one operator to another (number portability) can be done in 15 minutes against up to seven days now."
30,Pro,"As of now, 14 banks have come on board for Aadhaar Pay and the service will be launched soon, Prasad said told reporters."
31,Neutral,"the scheme will continue till October 14, PM Modi said in an address in Nagpur this afternoon."
32,Pro,"As sensors get popular and cheaper, the next generation of smartphones will have iris cameras built into them, Nilekani said."
33,Pro,"Ashok Dalwai, Deputy Director-General (Tech Centre), Unique Identification Authority of India (UIDAI), said here on Saturday that the UIDAI is working with various State governments to integrate Aadhaar with various social sector service delivery programmes, for efficient delivery of services to the beneficiaries."
34,Pro,"Ashok Dalwai, Deputy Director-General, UIDAI Regional Office, Bangalore, said while the response to the project has so far been excellent, there is no deadline to get the UID."
35,Pro,"Asked if the Union government has proposed to link any project with Aadhaar, Nilekani said organizations like Central Board for Direct Taxes that issues PAN and passport offices have expressed interest in liking up."
36,Pro,"At a recent high-level meeting of PRAGATI (Pro-Active Governance And Timely Implementation), Modi asked Unique Identification Authority of India (UIDAI) and chief secretaries of states such as UP and Bihar which are lagging behind to accelerate and complete enrollment of all residents by December 2015."
37,Pro,"At Dudu only, Aadhaar enabled system of social sector, Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) and pension scheme will be implemented, UIDAI (Unique Identification Authority of India) chairman Nandan Nilekani told reporters here."
38,Pro,Authority chairperson Nandan Nilekani said the goal now was to increase enrolments.
39,Pro,"Bank Mitras need to be enabled to carry out RuPay card and Aadhaar enabled transactions in villages itself, the PM said."
40,Neutral,"the scheme will continue till October 14, PM Modi said in an address in Nagpur this afternoon."
41,Neutral,"which is great for cashless economy, the PM said today in Nagpur, even as he mimicked millennial users often portrayed with their heads downward flicking their fingers over their smartphones."
42,Pro,BENGALURU: Former UIDAI chairman Nandan Nilekani said a sub $100 smartphone with an iris-recognition camera would be available in a year or two and that would enable users to do a one-click two factor authentication  the mobile number would be one factor and the iris-based biometric authentication of Aadhaar number would be the second.
43,Pro,"BENGALURU: India's unique digital identity platform Aadhaar and the rapid rise in smartphone usage open up a whole new way of looking at applications, said Nandan Nilekani, former UIDAI chairman."
44,Pro,"Briefing reporters here, UIDAI Chairman Nandan Nilekani said the electronic Know Your Customer (eKYC) service from UIDAI will enhance customer convenience and greatly increase business efficiency across sectors that require proof of identity and address to open customer accounts."
45,Pro,"BSNL Mysuru telecom district general manager KL Jairam said, There will no longer be need to produce photocopies of identity proofs and photographs."
46,Pro,But he said the Aadhaar platform lent itself to numerous other possibilities - including as an electronic KYC (know your customer) and to transfer money between two people.
47,Pro,But Jaitley said legislation cannot stop just because the court is considering a related matter.
48,Pro,"But LinkedIns involvement in skilling professionals, to be exposed to good job opportunities also were talked about detail, Prasad said."
49,Pro,"But overall, the entire State will be covered by March 2014, Nilekani said and added that the State had been in the forefront of the UID programme and the linkage with direct benefit transfer schemes had also been a success in Karnataka."
50,Pro,"By giving benefits directly to the needy, complaints of dishonesty and delay will reduce, Singh said at a function where he handed over Aadhar number '21 crore' to a villager here."
51,Pro,"Claiming that the social benefits of a universal identity system was immense, Mr. Dalwai said, In the long-term, the card would reduce the number of bogus ration cards, and could even help in extending credit to the rural poor when they use their UID number for transactions."
52,Neutral,"When asked whether the Modi government had borrowed his (Aadhar) legacy and pushed it as its own, Nilekani said:I'm happy that it's not only been adopted."
53,Pro,"Considering security issues flagged by home ministry, Nilekani said the Authority will do a complete review of its strategy over the next six to eight weeks."
54,Pro,"Defending his stand to contest on a Congress ticket in the light of several corruption charges the party was facing, Nilekani said: Please understand that Aadhaar is the worlds largest anti-corruption platform."
55,Pro,"Delivering the Eighth Annual Richard H Sabot Lecture 'Technology to Leapfrog Development: The Aadhaar Experience' organised by Center for Global Development - a Washington- based think-tank, Nilekani said UIDAI has leveraged the state of the art technology of the present days to provide unique identification number to every resident of the country."
56,Pro,"Demonetisation +Times of India LitFest +NEW DELHI:will hasten the digitisation of the financial economy and financial inclusion, said Nandan Nilekani , former Chairman of the Unique Identification Authority of India, at thetoday."
57,Pro,"Demonetisation to push digital economy, says NilekaniNew Delhi, Nov 28, 2016, PTI: 22:21 ISTDemonetisation would see a massive activation of digitisation of financial services in the country, although there will be some amount of short term pain in the coming weeks, former UIDAI Chairman Nandan Nilekani said today."
58,Neutral,Nilekani later said it was time for his rival BJP's Ananth Kumar  to go.
59,Neutral,"I think time has come for him to go, Nilekani said without taking Ananth Kumar's name in response to queries about what he thought of his prospects over his rival who had been representing the seat since 1996, winning it five consecutive times."
60,Pro,"Eighty per cent of the two million individuals, who have been enrolled for the unique Aadhar number so far, have requested for bank accounts, said Nilekani while addressing the Nasscom Leadership Forum 2011."
61,Neutral,"It's complicated, as you have to enter something and get an OTP (one time password), Nilekani said at the 28th International Conference on VLSI Design in Bengaluru on Monday."
62,Pro,"Emphasizing on government's commitment to take all legal and administrative measures to curb the menace of corruption, the PM cited examples of the Citizen's Charter and the Electronic Delivery of Services bills that were introduced in Parliament last year."
63,Pro,"end-to-end security of resident data has also been given major priority, said Ashok Dalwai, Deputy Director-General, UIDAI."
64,Neutral,"Who is the best MP to serve the constituency will be decided on April 17, Nilekani said at a meet-thepress programme."
65,Neutral,"You need a lot more physical effort that includes a door-to-door campaign, among other things, Nilekani said."
66,Neutral,"He is attacking Aadhaar to draw attention away from his own lack of achievements, Nilekani said."
67,Pro,"Even countries which are technologically far more advanced than India with comparatively much smaller size population do not have such a system in place, said Mukherjee, while complimenting the government for promotion of digital transactions."
68,Pro,"Every business, he said, could be re-imagined through a smartphone."
69,Pro,"Every month 2 crore accounts are being seeded with Aadhaar, Prasad said."
70,Pro,"Explaining further, Nilekani said: (Director General of UIDAI) Ram Sewak Sharma's powers are delegated by the Deputy Chairman, Planning Commission."
71,Pro,"Finance Minister Arun Jaitley, while clarifying the points raised by members, said it had been judicially settled in many countries, including the United States, that if an individual wants to claim specific government benefits, asking him or her to enrol for a Aadhaar like programme is not unjust."
72,Neutral,"MELBOURNE: Amid reports that he may join politics, UIDAI chairman Nandan Nilekani on Monday said he was considering all options post-Aadhaar."
73,Neutral,"Nilekani, an IIT-ian who left Infosys to join the government as the head of the Unique Identification Authority of India (UIDAI), said, Having a strong corporate background has been beneficial but there were few adjustments I had to make accordingly to work in the government sector."
74,Neutral,Nandan Nilekani said the Aadhaar project cost is estimated at $3-$4 billion with each enrollment costing Rs 100-150.
75,Neutral,"When questioned about what scheme will be linked with Aadhar after LPG benefit transfer, UIDAI head Nandan Nilekani said LPG itself would take lot of time to implement and other schemes would be taken up gradually."
76,Anti,"Asked about the inordinate delay in enrolment and various other issues including lack of delivery of the cards despite the enrolment, Nilekani said that there will be issues in any big process and that they are faced with a huge backlog."
77,Pro,"First UID number was doled out on September 29, 2010, at a village in Maharashtra within 14 months of the project taking off whereas the deadline was set at 18 months, he said, adding that they were confident of issuing 60 crore Aadhaar numbers by 2014 as per the target planned."
78,Pro,"First, we will introduce the targeted delivery of financial and other subsidiary benefits services by using the Aadhaar framework."
79,Neutral,"In a presentation made at Monday's meeting, Nilekani said with each micro ATM or handheld machine costing about Rs 15,000, the cost of a 10-million-terminal network will work out to about Rs 1,500 crore."
80,Pro,GANDHINAGAR: Chief minister Narendra Modi has asked officials to expedite the issuing of Aadhar cards and take up this campaign on mission mode.
81,Neutral,"BANGALORE: A governmental group is looking at how to converge two major national identification projects, Nandan Nilekani , chairman of the Unique Identification Authority of India (UIDAI), said here on Friday."
82,Neutral,"Nilekani said a governmental group was looking at how to converge two major national identification projects  the Unique identification project, which Nilekani leads and comes under the Planning Commission, and the National Population Register project, being undertaken by the registrar-general of India that comes under the home ministry."
83,Pro,"Giving the details, Nilekani said the authority has distributed over 34 crore cards as against 40 crore enrolment."
84,Pro,"Giving the details, Nilekani said the authority has distributed over 34 crore cards as against 40 crore enrolment."
85,Neutral,"Nilekani also said giving IDs to people was a government project and it was open to scrutiny by Parliament, CAG, CVC or CBI."
86,Pro,"Hailing the scheme as the countrys first totally Aadhar-based cash transfer programme, Ms. Gandhi said the Central governments Direct Benefit Transfer system would be implemented in 51 districts from January 1, 2013, facilitating cash entitlement in a total of 32 schemes."
87,Pro,"Having participated in a daylong discussion with officials from Bihar, West Bengal and Jharkhand besides representatives of national-level registrars like banks, LICI, post offices and other central government agencies notified as national registrars, Nilekani said UIDAI has achieved the targets well within time."
88,Neutral,"My powers have been delegated by the PM, Nilekani said, adding that UIDAI is an attached office of the Planning Commission."
89,Pro,He also added that in the Wednesdays informal meeting there was an agreement that both the projects could move ahead and ways could be found to avoid avoidable duplication.
90,Pro,He also said the government needs to make full use of new and modern technology not only in delivery of public services but in governance in general.
91,Pro,"He also spoke about the special task force constituted by the Union ministry of finance to directly link subsidies on LPG, kerosene and fertilizers with Aadhaar number holders."
92,Pro,"He expressed hope that the government would increase the number of micro-ATMs in the country to one million from the current 130,000, and said cashless transactions will completely remove bureaucracy from the country."
93,Pro,"He said the government was setting up a company called GSTM, a gigantic goods and services tax platform to house all data related to it."
94,Pro,He urged upon the people to support the campaign of the government for the less cash society.
95,Pro,"However, India, Nilekani said has taken up the largest bio-metric project in the world for developmental work."
96,Pro,I am now pushing my team to bring it down for completing it in single-digit minutes.
97,Neutral,"Nilekani had said at an event in Bangalore, When the US government launched global positioning system (GPS) in the 1990s, it was only for military purposes."
98,Pro,"I congratulate you for your extraordinary efforts, the PM said in his email."
99,Pro,I want to really emphasise that Aadhar platform is the biggest anti-corruption platform in the world.
100,Neutral,"On the impact of the Supreme Court statement that the government should not make Aadhaar mandatory for availing social benefits, Nilekani said that the matter was sub-judice and would come up for its final hearing on September 22."
101,Pro,"If the cashless economy is a chariot, the BHIM app is the charioteer."
102,Pro,"If you build platforms and open it up to innovators to build apps, we will see the trajectory of the economy change, he said."
103,Pro,"Imagination is the limit as far as what applications could be built upon the Aadhar platform, Nilekani said."
104,Pro,"In Mysore, the second phase of the enrolment would begin in the first week of November, Mr. Dalwai said."
105,Pro,"In Mysuru and Chamarajnagar, around 354 gram panchayath have high-speed Internet connection with OFC, and another 44 are identified for new connections, Jairam said."
106,Pro,In the next few months we will cross 60 crore.
107,Pro,"In the next phase, the operations would be scaled up in the entire Mysore district, UIDAI chief Nandan Nilekani said."
108,Neutral,"Nearly 20 lakh people have been enrolled in the state and the process of enrolment is going on at a good pace, Nilekani said while admitting that two other states that come under Ranchi regional office of UIDAI West Bengal and Bihar have of late started picking pace."
109,Pro,"Increasingly with UPI coming in and wallet companies becoming payments banks, their coming on to the UPI platform will make them interoperable, said Nilekani."
110,Pro,"Introducing himself as a Koramangalite, who has been in that part of the city for 20 years, Nandan said Bangalore has enormous energy and ideas to solve problems."
111,Pro,"It began with messaging, and now has added voice, said Nilekani, explaining the same movement happening in the finance sector."
112,Pro,"It is a government programme, Chidambaram said at the news conference."
113,Pro,"It need not be linked to any religion, but it's necessary to teach people to be content, love and not to develop a self-centric attitude which breeds hatred, he said."
114,Pro,"It will also help in curbing wastages and leakages, and result in greater financial inclusion, Singh said."
115,Pro,"It will be second Wi-Fi enabled destination after Mysuru Zoo, BSNL Mysuru telecom district general manager KL Jairam said."
116,Neutral,"The way you think about security in the open internet world is different from the way in which you view security in the card world, said Nilekani."
117,Pro,It will lead to better targeting of subsidies and reducing delays in the delivery of benefits such as scholarships and pensions to the intended beneficiaries.
118,Pro,Jaitley also said the Aadhaar should be linked with filing of income tax returns to curb tax evasions.
119,Pro,Jaitley said that a critical component of minimum government and maximum governance is to ensure targeted disbursement of government subsidies to actual beneficiaries.
120,Pro,"Later, Nilekani told reporters that one million business correspondents would help making huge government payments of benefits and subsidies of about Rs 3 lakh crore through electronic mode, every year."
121,Pro,"Lets assume there is no Aadhaar but some information that is contained in some network gets hacked or gets leaked, that is because of the technology used there, Jaitley said."
122,Pro,"LPG, kerosene and fertilisers have been put up on a phased approach (for the direct transfers), Nilekani said."
123,Pro,"MELBOURNE: Aadhaar project is an example of using modern technology to leapfrog for future development and transformation of a country, UIDAI chairman Nandan Nilekani has said."
124,Pro,"Modi outlines achievementsNew Delhi: March 3, 2015, DHNS: 2:40 ISTReading out virtually a report card on his government's performance in the last nine months, Prime Minister Narendra Modi on Tuesday said the central schemes launched in the last few months are meant for the poor and the marginalised section of the society and not for the rich as his government is often accused of."
125,Pro,"Modi reviews fencing work on India-Bangla borderNew Delhi, Nov 5, 2015, DHNS: 2:15 ISTReviewing the progress of fencing on India-Bangladesh border, Prime Minister Narendra Modi on Wednesday asked officials to ensure that the work is completed as early as possible as there should be no compromise on national security."
126,Pro,Modi said the banks should redouble efforts in financial literacy and seeding of Aadhar numbers with bank accounts needs to improve.
127,Pro,Modi said the BHIM app is unstoppable.
128,Pro,Mr. Dalawai told The Hindu that UIDAI systems have a capacity to generate  1.2 million Aadhaar daily.
129,Pro,Ms. Gandhi said the city government had decided to provide assistance to 25 lakh people under the first phase.
130,Pro,"MUMBAI: UIDAI chairman Nandan Nilekani said IT platforms could open up a huge app economy, transforming the way healthcare and education services are delivered in the country."
131,Neutral,Finance Minister Arun Jaitley said the BAC report and the report on the governments business were separate issues.
