Entity	Source	By-Statement
Modi	NIE	Inaugurating the first international Agro-Biodiversity Congress here in the National Capital , Prime Minister PERSON said it was high time that the stakeholders in the agriculture sector change the way they look at preserving the Agro-Biodiversity and its inhabitants .
Modi	NIE	Modi said those opposing Evms are not only opposed to Evms , they have problems with technology , digital transactions , Aadhaar , GST , Bhim app .
Modi	NIE	( PTI ) Mumbai : prime minister PERSON who paid floral tributes to Dr. PERSON on the occasion of his birth anniversary at PERSON in PERSON , said the Bhim Aadhaar is the strongest foundation of a new economy and a new India that Dr PERSON had envisaged .
Modi	NIE	51 billion ) of undeclared black money , including 670 billion rupees in the recent income disclosure scheme , since his government came to power in 2014 , PERSON said .
Modi	NIE	A total of RS 450 crore had been deposited in the branch since November 8 , the day prime minister PERSON announced the Demonetisation of RS 500 and RS 1 .
Modi	NIE	While acknowledging that the cash crunch would only ease post December 30 , PERSON said that the amount of cash to be issued in the form of new 500 and 2,000 rupee notes would not be the same as the amount circulating before November 8 , when Prime Minister PERSON announced the so-called Demonetisation .
Modi	NIE	Replying to a query about opposition parties attacking the government over the issue , he said , Prime Minister PERSON while announcing the decision to invalidate RS 500 and RS 1,000 notes on November 8 had said there will some inconvenience to people for the initial 50-day period after which the situation will ease out .
Modi	NIE	Expressing gratitude to the people , PERSON said over the last few months the country has witnessed an atmosphere in which people in large numbers have participated in the digital payment , 'PERSON ' movement , PERSON said that it is a brave act against corruption and black money .
Modi	NIE	The move had branded 86 per cent of the currency in circulation black money and everyone a criminal , he said adding when Modi announced the plan it was expected that adequate arrangements would be made for dispensing new notes .
Modi	NIE	In this year budget we have introduced a new scheme PM Kishan Sanman PERSON , under which an amount of RS 6000 will be deposited to the account of the farmers per year who have only five acres of Cultivable land in order to support them , PERSON said and assured all possible support to the state .
Modi	NIE	The number of new jobs due to be created this year will be dependent on how Demonetisation affects sector , for which we have to wait till the financial year end , said PERSON , president of Federation of Telangana and Andhra Pradesh Chamber of commerce and industry ( Ftapcci ) , who runs an SME .
Modi	NIE	Prime Minister PERSON on Tuesday night announced the surprise Demonetisation of higher denomination notes .
Modi	NIE	Why they do n't help farmers in distress , PERSON said addressing an election rally at Rohaniya , on the outskirts of his parliamentary constituency PERSON .
Modi	NIE	By PERSON : attacking the Congress over its promise of farm loan waiver , Prime Minister PERSON said on Sunday that the party uses the measure only to win elections .
Modi	NIE	Cag report found that about 25-30 lakh people who got loan waiver were not even eligible for it , PERSON said at a rally at Vijaypur here .
Modi	NIE	In his speech at a function in Pune , PERSON said , enemies took advantage of the 14 lakh crore of RS 500 and RS 1,000 notes in circulation .
Modi	NIE	Prime Minister PERSON on November 8 announced the Demonetisation , effective that midnight , of RS 1,000 and RS 500 notes .
Modi	NIE	Prime Minister PERSON while announcing the Demonetisation decision on November 8 had said there will be some inconvenience to people for the initial 50-day period after which the situation will ease out .
Modi	NIE	Praising Madhya Pradesh chief minister PERSON , Prime Minister PERSON said , cm @ PERSON , who has revolutionised agriculture sector in MP , will share a presentation on the roadmap to double income of farmers .
Modi	NIE	By Uninew Delhi : the GST Council of state finance ministers began on Saturday and may look into the issue of filing of returns and the refund processes for small and mid-size businesses and reach a consensus on taxation as prime minister PERSON had announced that 99 per cent of 1,200 goods and services would be brought under 18 per cent slab or less .
Modi	NIE	Also read | GSP , trade tariffs 'Already happened ' , time to move on , PM PERSON tells Trumpin his opening remarks here , Prime Minister PERSON said that the trilateral meeting in Osaka is a useful medium of discussion and coordination on major global issues .
Modi	NIE	I am getting your invaluable support for the second cleanliness drive , PERSON said referring to the Demonetisation decision of his government aimed at tackling black money , corruption and terror funding as he addressed the global citizen festival here .
Modi	NIE	Modi also said the government was committed to double farmers ' income .
Modi	NIE	On the second day of the summit here , PERSON said : fighting corruption , black money and tax evasion were central to effective financial governance .
Modi	NIE	Long queues have been seen outsides banks since prime minister PERSON announced scrapping of banknotes of RS 500 and RS 1,000 to curb black money .
Modi	NIE	On the Pm-PERSON scheme , under which RS 6,000 per annum are transferred to the accounts of farmers who have less than five acres of land , PERSON said after PERSON polls , the five-acre condition would be removed , and more Cultivators would be covered .
Modi	NIE	Kumar had unambiguously praised Demonetisation hours after Prime Minister PERSON announced the move on November 8 evening , even though the two other ruling allies in PERSON and Congress had been critical of it .
Modi	NIE	Stating the move was essential in the fight against black money , PERSON said the public could deposit their old notes at banks or post office accounts till December 30 .
Modi	NIE	On black moneys link to terrorism , PERSON said that enemies from across the border were running their operations using fake currency notes .
Modi	NIE	Emphasising that the move destroyed the economy , lives and livelihoods , CPI ( M ) general secretary PERSON said : Modi and his minions claimed Demonetisation will end black money , finish corruption , terminate terrorism , and bring only digital transactions .
Modi	NIE	Modi and his minions claimed Demonetisation will end black money , finish corruption , terminate terrorism , and bring only digital transactions .
Modi	NIE	Prime Minister PERSON had announced Demonetisation of the RS 500/1000 notes on the night of November 8 .
Modi	NIE	We will take more action under the Benami act against those who are hoarding black money in kind and properties , PERSON said to the thumping of the desks by the Treasury benches .
Modi	NIE	December 25 , 2016In this year 's last radio address to the nation 'PERSON , PERSON on the occasion of Christmas said 15,000 people who use digital payment modes will be given a reward of RS 1,000 each by a lucky draw .
Modi	NIE	Today , I want to thank farmers of Gujarat for accepting my vision of conserving water through sprinklers , drip irrigation and micro irrigation tools , which significantly brought up ground water levels , said PERSON .
Modi	NIE	Minister of state for home PERSON said there has been a big impact in attempts to pump in fake Indian currency notes ( Ficn ) into the country and no such incident was reported ever since prime minister PERSON had announced the Demonetisation decision .
Modi	NIE	We have agreed to enhance our engagement in several areas including in agriculture , renewable energy , and power sector , said Modi in a joint address to the media with PERSON .
Modi	NIE	In his rally at Moradabad today , PERSON said he was being targeted for cracking down on those with black money .
Modi	NIE	On implementation of Demonetisation process , Prime Minister PERSON yesterday said the government was always ready for the discussion on the issue but the opposition was only interested in TV bytes and not debates .
Modi	NIE	A day after Prime Minister PERSON announced ban on RS 500 and RS 1,000 notes to tackle corruption and black money , the government had on November 9 said no toll fee would be collected on national highways till November 11 mid-night .
Modi	NIE	The government is willing to discuss all issues and answer the questions raised by the opposition , PERSON said , hoping for a fruitful session as he recalled the passage of the GST bill in the last session with the cooperation of all parties .
Modi	NIE	The loan waiver was given to only 800 farmers , PERSON had claimed .
Modi	NIE	2 billion biometric Identities- Aadhaar or Foundation- in just a few years , PERSON said at the event .
Modi	NIE	Data showed black money holders started Couriering cash just two days after Prime Minister PERSON announced the invalidation of the higher denominations .
Modi	NIE	There were 17,165 million pieces of RS 500 notes and 6,858 million pieces of RS 1,000 notes in circulation on November 8 , 2016 , the day prime minister PERSON announced Demonetising the two high denomination notes .
Modi	NIE	Attacking the Congress at a public meeting at upa chairperson PERSON home turf , PERSON said the party neither bothered about Jawans nor farmers .
Modi	NIE	Co/G1Usbs8Jia PERSON ( @ PERSON ) December 16 , 2018Hitting out at the PERSON government where the Congress is an alliance partner , PERSON said , the Congress has been speaking big things about loan waiver , but all of them are lies .
Modi	NIE	By Ptithimphu : prime minister PERSON on Sunday said the students in Bhutan have the power and potential to do extraordinary things , which will impact future generations , as he proposed extensive cooperation between the two countries in new areas such as space and digital payments .
Modi	NIE	Pointing out that India is witnessing historic transformations in a wide range of sectors , Prime Minister PERSON said India is keen to cooperate extensively in new frontiers , from schools to space , digital payments to disaster management .
Modi	NIE	The government is willing to discuss all issues and answer the questions raised by the opposition , PERSON said , hoping for a fruitful session as he recalled the passage of the GST bill in the last session with the cooperation of all parties .
Modi	NIE	Sharing India 's experiences in meeting common challenges such as uplifting farmers and the poor , financial access and building infrastructure , PERSON said paying subsidies directly had helped his government save over $ 4 billion dollars in cooking gas .
Modi	NIE	On November 8 , 2016 , Prime Minister PERSON in a televised address to the nation had announced Demonetisation of the old high-value currency value notes .
Modi	NIE	( photo | Ani ) Agra : prime minister PERSON on Sunday said political leaders behind Multi-Crore chit fund scams are attacking him as they have been hit hard by Demonetisation , in remarks seen as a sharp attack on West Bengal chief minister PERSON .
Modi	NIE	Modi said after the poll results on March 11 BJP would celebrate PERSON and then after forming the government in the first cabinet meet it would waive off the loans of the farmers .
Modi	NIE	Taking a dig at Congress-Led Punjab government , PERSON said , in Punjab too Congress has fooled farmers to grab power .
Modi	NIE	It has been three days since prime minister PERSON announced the Demonetisation of RS 500 and RS 1,000 notes , and people have been running helter-skelter to get their currency exchanged .
Modi	NIE	PERSON ( Forest-Based economy , PERSON ( financial empowerment of the poor ) , and PERSON ( water conservation to power irrigation of agriculture ) could be ethical , economical and an ecological mean of making India a nation to reckon with by 2022 on the world stage , Gadkari quoted Modi having told the conclave .
Modi	NIE	Last month on this date , Prime Minister PERSON announced his battle against black money on national television by Demonetising , in one fell swoop , all RS 500 and RS 1,000 notes .
Modi	NIE	By Ptinew Delhi : the BJP government is sincerely working to solve the problems faced by farmers , who were treated merely as vote bank by previous governments , Prime Minister PERSON said at the saffron party 's National Convention here Saturday .
Modi	NIE	The condition of farmers and agriculture at present is a result of decades of neglect by those ( previous governments ) who believed in shortcuts and treated the peasants as mere vote bank , PERSON said .
Modi	NIE	Taking the nation by surprise , Prime Minister PERSON on the night of November 8 announced Demonetisation of high-value notes with effect from midnight , in what he said was a major assault on black money , fake currency and corruption .
Modi	NIE	PERSON said the PAC has asked Reserve Bank of India ( RBI ) to come out with the exact number of old RS 500 and RS 1,000 notes which were Demonetised and deposited with banks after Prime Minister PERSON announced the move on November 8 .
Modi	NIE	We would also be happy to share best practices in organic farming with Kenyan farmers , Prime Minister PERSON said in a statement following the talks .
Modi	NIE	New Delhi/Kolkata/Lucknow : with his government under opposition fire over Demonetisation both within and outside parliament , Prime Minister PERSON has asked BJP MPs to publicise the benefits of the exercise and steps taken for mitigation of their problems .
Modi	NIE	Mr Shah also attacked former prime minister PERSON , alleging that Dr Singh used to say that minorities have a right on the country 's resources , however , Mr PERSON said the first right on the country 's resources should be of Dalits , people from weaker sections and farmers .
Modi	NIE	Modi said if PERSON had been the prime minister at the time , the condition of farmers would have been much better .
Modi	NIE	New Delhi : new measures to ease the impact of Demonetisation continued to trickle in on Wednesday even as prime minister PERSON claimed that over 93 per cent of people who took his smartphone -based survey supported the move in his fight against black money .
Modi	NIE	So more black money will not be generated , PERSON said in an interview to network 18 .
Modi	NIE	Stressing that all the political parties opposed to each other were together on the issue of corruption , PERSON said both Mayawati and Mulayam Singh Yadav had never been one of any issue but both were angry with him on his note ban decision .
Modi	NIE	Mayawati and Mulayam Singh who were opposed to each other , came together on one issue when I waged a war on black money as they found that the ground was slipping under their feet , PERSON said .
Modi	NIE	PERSON and his team of officers in the finance ministry had their task cut out , especially after Prime Minister PERSON announced Demonetisation of 50 days on November 8 , 2016 .
Modi	NIE	More than RS 130 crore in cash and jewellery has been seized and approximately RS 2,000 crore of undisclosed income has been admitted by the taxpayers , it PERSON a major assault on black money and terror funding , Prime Minister PERSON on November 8 announced Demonetisation of 500 and 1000 rupee notes and asked holders of such currencies to deposit it in bank accounts by December end .
Modi	NIE	New Delhi : advocating for cashless transactions , the prime minister PERSON has said that the large volumes of liquid cash are a big source of corruption and black money .
Modi	NIE	Bengalureans have been depending on various jugaad methods since the day prime minister PERSON announced a surgical strike on black money .
Modi	NIE	The PERSON has invited suggestions from industry and tax experts within a week , which will be incorporated in a report and tabled before the GST Council , Modi said .
Modi	NIE	In a week , a draft will be prepared and presented before the GST Council , which will take the final call on returns simplification , PERSON said , adding that till the new system is implemented , Gstr-3B summary return form will continue .
Modi	NIE	During Afghan President PERSON 's visit to India last week , Prime Minister PERSON announced allocation of USD 1 billion to Afghanistan to meet requirements for capacity and capability building in spheres like education , health , agriculture , skill development , empowerment of women , energy , infrastructure and strengthening of democratic institutions .
Modi	NIE	It will also help farmers earn more , PERSON said .
Modi	NIE	After prime minister PERSON announced that RS 500 and RS 1,000 currencies have no legal tender from midnight of November 8 , the black money holders have been finding various way to change their money into white .
Modi	NIE	With opposition parties alleging that top BJP leaders knew about Demonetisation in advance and protected their ill-gotten gains , Prime Minister PERSON asked all his party MPs and union ministers to share their bank transaction details from November 8 to December 31 with party chief PERSON .
Modi	NIE	By Iansshahdol : stepping up his attack on the Congress and the PERSON family , Prime Minister PERSON on Friday said the PERSONs are crying even two years after Demonetisation as they have lost ill-gotten money .
Modi	NIE	Referring to the benefits of Demonetisation , PERSON said , the money hidden by many people in their homes under their beds , in Almirahs and sacks has been brought back to banks .
Modi	NIE	New Delhi : as the central governments financial agencies are going behind the people using rogue bank accounts to park their black money ; prime minister PERSON on Sunday said that action would be taken against those guilty under PERSON law .
Modi	NIE	We will be talking about the steps taken up by the government in curbing black money , uniform civil code and lack of scams , Bihar deputy cm PERSON said .
Modi	NIE	New Delhi : minutes after Prime Minister PERSON announced the decision to ban RS 500 and Rs1,000 currency notes from midnight , people rushed to their nearest ATMs to withdraw RS 100 notes to meet their daily expenses .
Modi	NIE	Prime Minister PERSON on November 8 had announced Demonetisation of RS 1,000 and RS 500 notes in a major assault on black money , fake currency and corruption .
Modi	NIE	Referring to recent rumours about shortage of salt in the country , PERSON said this is being done by those whose black money is being rendered useless .
Modi	NIE	Prime Minister PERSON tonight announced Demonetisation of RS 1,000 and RS 500 notes with effect from midnight , making these notes invalid in a major assault on black money , fake currency and corruption .
Modi	NIE	The matter has been put on hold till GST Council decides on the issue , PERSON said .
Modi	NIE	In a surprise move , Prime Minister PERSON last night announced Demonetisation of RS 1,000 and RS 500 notes with effect from Wednesday to fight the menace of black money , fake currency , corruption and terror financing .
Modi	NIE	Taking a jibe at the SP and BSP , PERSON said though they always bayed for each others blood , the adversaries were together on a common platform on the issue of the note ban .
Modi	NIE	It is looking for banks far and wide , PERSON said in an apparent swipe at Thw BSP , which has come under scanner for alleged huge bank deposits post Demonetisation .
Modi	NIE	Ghaziapur : prime minister PERSON on Monday said that the inconvenience faced by the common man due to Demonetisation will not go in vain .
Modi	NIE	Addressing his first public rally in Poll-Bound Uttar Pradesh post the Demonetisation drive , PERSON said : I want to assure you that your inconveniences will not go in vain .
Modi	NIE	Only those holding huge stashes of untaxed black money need worry , PERSON said .
Modi	NIE	Prime Minister PERSON on November 8 announced the junking of old RS 500 and RS 1,000 notes and replaced the currency with new RS 2,000 and RS 500 notes .
Modi	NIE	In its efforts to fight the black money menace as well as curb corruption , Prime Minister PERSON on November 8 last year announced cancelling old RS 500 and 1,000 notes .
Modi	NIE	New Delhi : prime minister PERSON on Monday said that the goods and services tax bill was a very big and important step towards getting the country rid of tax terrorism .
Modi	NIE	Also , over RS 25,000 crore in cash was deposited in dormant bank accounts , while nearly RS 80,000 crore of repayment of loans was done in cash since November 8 , 2016 when Prime Minister PERSON announced Demonetisation .
Modi	NIE	Modi also said he used the bitter medicine of Demonetisation to bring back money into banking system and to give proper treatment to deep-rooted corruption system in the country .
Modi	NIE	Modi said that several measures have been taken for the farmers and poor and counted that the poor are getting better treatment under the Aayushman Bharat scheme and getting medicines at cheap rates .
Modi	NIE	Modi said opposition played all types of games in the last three months raking up issues like Demonetisation and surgical strike .
Modi	NIE	By Ptinew Delhi : hitting out at the opposition , Prime Minister PERSON on Monday said nearly 8 crore fake beneficiaries were getting government aid during previous dispensations But opposition leaders have gathered now to abuse him as he has stopped their means of looting taxpayers ' money .
Modi	NIE	Citing his government 's schemes like PERSON and Aadhaar , PERSON said these efforts have saved more than RS 1,10,000 crore of public money from going to fake beneficiaries .
Modi	NIE	Bhachau : prime minister PERSON today said the next generation should be taught to use water judiciously and advised farmers to use drip and sprinkler irrigation systems .
Modi	NIE	Chennai : the textile sector nearly hit a standstill during the first few weeks after Prime Minister PERSON announced Demonetisation .
Modi	NIE	Blaming the Bjd government for stonewalling the centres development initiatives , PERSON said the state government denied Odisha farmers of 1 .
Modi	NIE	Our government is committed for the security as well as the prosperity of all sections of society , PM Modi said while enumerating several of the government schemes floated by the government over past five years for farmers , Tribals , nomads etc .
Modi	NIE	Addressing a rally ahead of the second phase of voting in PERSON on November 20 , PERSON claimed the people did not have issues with Demonetisation , but only a family .
Modi	NIE	Modi said his government was investing the money recovered Post-Demonetisation on carrying out public works and funding welfare schemes .
Modi	NIE	Atms , which reopened two days after Prime Minister PERSON announced Demonetisation of two biggest currency notes , had people queued up since early morning .
Modi	NIE	Had they fixed the minimum support price ( MSP ) of crops earlier , the farmers would not have fallen into the debt trap at all , said PERSON adding that his government had taken initiatives including fixing MSP for 22 crops to double farmers income in the days to come .
Modi	NIE	While announcing the Demonetising the RS 500 and RS 1,000 notes on November 8 , Prime Minister PERSON had asked holders of such notes to deposit them in banks .
Modi	NIE	Today , the GST system has been established to a large extent and we are working towards a position where 99 per cent things will attract the Sub-18 per cent GST slab , Modi had said .
Modi	NIE	In the next 100 days , Lakhs of families are going to receive crores of rupees as gift , but you will be entitled to this gift only if you make use of mobile banking , e-banking , Rupay card , UPI ( unified payment interface ) , USSD ( unstructured supplementary service data ) for digital payments , PERSON said .
Modi	NIE	In a speech laced with barbs and humour , PERSON said opportunities were given to those with black money to come clean .
Modi	NIE	After December 30 scheme ( the last date for depositing Demonetised notes ) if you feel that there will be no action , there is no guarantee that something new will not be introduced to punish you ( PERSON ) , PERSON said .
Modi	NIE	Referring to his November 8 announcement cancelling the legal tender status of RS 500 and RS 1,000 notes , PERSON said the government had not done it all of a sudden .
Modi	NIE	People are happy about the fact that even PERSON 's RS 1,000 notes are not usable anymore , PERSON said .
Modi	NIE	People used to say India can not be changed , we have successfully changed that thought itself , PERSON said PERSON that the country was taking big strides in every sphere from sports to space , healthcare to agriculture , economy and education .
Modi	NIE	Prime Minister PERSON on November 8 announced the scrapping of RS 500 and RS 1,000 notes , which formed about 86 per cent of total currency in circulation , with an aim to curb PERSON and corruption .
Modi	NIE	( PTI ) New Delhi : prime minister PERSON today said the consensus on goods and services tax ( GST ) reflects the spirit of 'One nation , one aspiration , one determination ' .
Modi	NIE	Modi said the country had faced two consecutive years of drought , pushing vegetable prices up .
Modi	NIE	Modi at a rally in Agra yesterday said that political leaders behind Multi-Crore chit fund scams were attacking him because they had been hit hard by Demonetisation , indirectly referring to Mamata Banerjee .
Modi	NIE	Launching Pradhan Mantri PERSON PERSON , Prime Minister PERSON said that every farmer will get RS 3,000 per month after attaining the age of 60 and the scheme will ensure benefit to over 5 crore small and marginal farmers across the country .
Modi	NIE	Justifying the 2016 Demonetisation , PERSON said it unearthed huge black money .
Modi	NIE	Modi said his government implemented the goods and services tax ( GST ) in larger public interest and to boost the nations tax collection .
Modi	NIE	Announcing relief for farmers , PERSON said , government will take care of interest for 60 days for farmers who had taken loans from district coop , central bank .
Modi	NIE	In a bid to promote digital transactions , PERSON said , for entrepreneurs dealing in such transaction , tax will be calculated at 6 per cent , not 8 .
Modi	NIE	Dropping hints that the government would reduce tax rates under GST , Prime Minister PERSON said on Tuesday that 99 per cent things would be brought under GST slabs below 18 per cent .
Modi	NIE	Before the GST was rolled out , there were 65 lakh registered enterprises ; the number has risen by 55 lakh , PERSON said .
Modi	NIE	A day after Prime Minister PERSON announced ban on RS 500 and RS 1,000 notes to tackle corruption and black money , government had on November 9 said that no toll fee would be collected on national highways till November 11 midnight .
Modi	NIE	Prime Minister PERSON had announced on November 8 , 2016 that RS 1,000 and RS 500 notes , which constituted about 86 per cent of total currency in circulation , will cease to be legal tender .
Modi	NIE	Addressing a rally in Ambikapur in Chhattisgarh ahead of the second phase of voting on November 20 , PERSON claimed people did not have issues with Demonetisation , but only a family .
Modi	NIE	Modi said Demonetisation would curb terrorism , but it is maximum under his government , she said .
Modi	NIE	Prime Minister PERSON had claimed the decision ( note ban ) was targeted at black money hoarders .
Modi	NIE	Its been just over a month since prime minister PERSON announced that RS 14 lakh crore worth of RS 500 and RS 1,000 denomination notes will be taken out of circulation , in a surprise move to unearth piles of illicit cash hoarded by the citizens via tax Non-Compliance/Evasion , corruption , criminal activities etc .
Modi	NIE	The left parties have compromised with their ideology even as their mentors and communist leaders PERSON and Harkishan Singh Surjeet had supported the idea of Demonetisation , PERSON said .
Modi	NIE	In a surprise move , Prime Minister PERSON last night announced Demonetisation of RS 1,000 and RS 500 notes with effect from Wednesday to fight the menace of black money , fake currency , corruption and terror financing .
Modi	NIE	The opposition party also said that even prime minister PERSON had claimed that the villages had become 'PERSON free ' .
Modi	NIE	Congress spokesperson PERSON said that Modi , speaking in the temple town of Shirdi on October 19 , said that 16,000 villages in Maharashtra have become PERSON thanks to the Jalyukt Shivar scheme .
Modi	NIE	Speaking at the CSIR 's platinum jubilee , PERSON said that he looks forward to CSIR making an important contribution to the current governments mandate of doubling the income of the farmers income by 2022 , the year the country celebrates 75 years of its independence .
Modi	NIE	Says a banker who recounts the last ten days in his life , post PERSON the minute prime minister PERSON announced the breaking , heart-breaking ( for the hoarders ) and Nation-Shaking news on the fateful night of November 8 about the note ban , the banker in me became restless .
Modi	NIE	On November 8 , 2016 , Prime Minister PERSON announced the withdrawal of old RS 500 and RS 1,000 notes .
Modi	NIE	Addressing a rally here , PERSON said , my justice is a little 'PERSON ' ( strong ) - referring to the Demonetisation move to uproot corruption .
Modi	NIE	Modi said the Demonetisation of RS 500 and RS 1,000 currency was to target those with unaccounted cash .
Modi	NIE	Bengaluru : Demonetisation has been the talk of every home , street and By-Lane of the country since prime minister PERSON announced the withdrawal of RS 500 and RS 1000 notes on November 8 .
Modi	NIE	With regard to composition scheme for service providers , PERSON said ( RS ) 50 lakh turnover & 6 tax rate for service providers in a new Compostion scheme in GST .
Modi	NIE	Demonetisation curbed use of black money in the sector , PERSON said , adding his decisions face problems in the beginning as he works ahead of time .
Modi	NIE	Stating that agriculture remains a most potent sector to push up country 's economy , PERSON said the farmers should be led towards modern amenities and his government 's efforts to distribute soil health cards is a sincere attempt towards that endeavour .
Modi	NIE	On November 8 , Prime Minister PERSON announced the government 's decision to withdraw legal tender status of RS 500 and RS 1,000 notes , a move aimed at eliminating black money and curbing terror financing .
Modi	NIE	In the video of the programme , which surfaced on media , Jalil is heard telling the crowd that Prime Minister PERSON had said if he fails to end people 's woes within 50 days of Demonetisation , then he would be ready to face any punishment .
Modi	NIE	When prime minister PERSON announced Demonetisation , he had said the new year would see new India .
Modi	NIE	New Delhi : the prime minister PERSON on Tuesday told the parliamentary board meeting of the BJP that the decision on Demonetization is just the beginning of a long battle against black money and corruption .
Modi	NIE	The common men suffered for 70 years on account of black money , corruption and terrorism , PERSON said .
Modi	NIE	The poor and the lower and middle classes have suffered the most due to black money , counterfeit currency and corruption , said PERSON .
Modi	NIE	PERSON ne Desh Ko 'PERSON Ke Naare Ke Saath Thaga , VO AB Desh Ko Karzmaafi PERSON par PERSON ( Congress , which cheated people with 'PERSON ' slogan in the past , is cheating with loan waiver ) , PERSON said the Congress in Punjab , too , had made big promises to farmers , but deceived them after coming to power .
Modi	NIE	Ever since prime minister PERSON announced the Demonetisation of RS 500 and RS 1,000 notes on November 8 , 2016 , there has been talks of a new denomination of currency possibly being introduced .
Modi	NIE	The PERSON will meet one more time as there are issues to be discussed , including the benefits or losses to the Exchequer , PERSON said , stating that the PERSON will meet again in 10 days and finalise its view , which would then be recommended to the GST Council .
Modi	NIE	Prime Minister PERSON , who wants to make doing business easier in India , has said India needed the tax reform to end widespread evasion by businesses and prevent officials from waging arbitrary tax terrorism .
Modi	NIE	Follow our election coverage hereon the issue of farm loan waiver , Nath said : PM Modi said that loans of farmers were not waived off .
Modi	NIE	The way PERSON has acted out of the dotted line of politics and supported surgical strike and Demonetisation , he can similarly play a historic role by adopting a constructive attitude on the PERSON issue , said PERSON .
Modi	NIE	We are not like the Congress which will only pay lip-service to farmers but ignore their well-being whenever Congress is in power , farmers suffer , PERSON said .
Modi	NIE	Citing media reports on loan waiver for farmers , PERSON said in Karnakata , where the Congress-Jds coalition government is in power , only 800 farmers got mere benefits , is this a joke ?
Modi	NIE	In his closing remarks at the meet , Modi also said that corporate investment in agriculture is very low in India and urged the state governments to formulate policies to promote industry participation in the farm sector .
Modi	NIE	Speaking about Demonetisation , Modi said it was not an unexpected jolt , as the government had given warnings over a period of one year to hoarders of black money to declare their assets and pay penalties .
Modi	NIE	On November 8 , Prime Minister PERSON had announced the Demonetisation of RS . 500 and RS . 1,000 notes , thereby withdrawing 86 per cent or RS . 14 lakh crore worth currency from circulation .
Modi	NIE	We have made progress in opening new areas of cooperation during this visit in drug regulation , agricultural research and cyber security , PERSON said .
Modi	NIE	In February 2016 , Prime Minister PERSON had said farmers ' income would be doubled by 2022 to mark 75 years of India 's independence .
Modi	NIE	New Delhi : even while the opposition stayed adamant in attacking the manner of rollout of Demonetisation , Prime Minister PERSON told an all party meeting on Tuesday evening that the decision on scrapping old high denomination notes is a crusade against corruption and black money .
Modi	NIE	According to the police , on November 8 when Prime Minister PERSON announced the ban on RS 500 and RS 1,000 notes , Neel sunder had prepared fake bills worth RS 28 crore which was accumulated from his other associates in the guise of converting black money for 30 percent commission .
Modi	NIE	Targeting the Samajwadi Party-Congress alliance , PERSON said that till a few months back the Congress was taking out rallies across Uttar Pradesh and accusing the ruling Samajwadi party of corruption and neglecting farmers , but the two have now embraced each other .
Modi	NIE	Agra : in Poll-Bound Uttar Pradesh , Prime Minister PERSON today said his Demonetisation decision had severly hit the parties whose leaders seek money in lieu of tickets for contesting assembly polls , in a veiled attack on BSP chief Mayawati who has been facing such allegations .
Modi	NIE	But , PERSON said he wants farmers to reduce the use of chemical fertilisers by 30-40 per cent to save the mother earth from degradation .
Modi	NIE	Modi , in his speech , said till a few months back the Congress was accusing the ruling the sp of corruption and neglecting farmers , but the two have now embraced each other .
Modi	NIE	Referring to the November 8 Demonetisation of `500 and `1,000 notes , PERSON said he knew that people with ill-gotten wealth will become his enemies but the people are with him .
Modi	NIE	Kanpur : Lucknow : announcing a bonanza to reward cashless transactions , Prime Minister PERSON said that all those using e-payments since November 8 , especially the small spenders , will be offered an incentive of RS 1000 .
Modi	NIE	Sharing the pain and miseries of the people are facing due to Demonetisation of high value currency notes , PERSON said that history would not remember which prime minister enforced Demonetisation but it would certainly remember how the people fought war on black money braving all troubles .
Modi	NIE	Reiterating his governments commitment to the poor , farmer and women , PERSON said keeping his promise over 1500 villages had received electricity during the last two and a half years .
Modi	NIE	Reiterating the need to move towards a cashless economy , PERSON said once black money is eliminated from the system , it is essential to ensure that fresh black money is not generated .
Modi	NIE	It would be good if the banks make some arrangements to ensure smaller denomination notes are made available in PERSON.Voicing similar opinion , PERSON from Shantinagar said , we have been struggling ever since prime minister PERSON announced the Demonetisation .
Modi	NIE	Attacking former prime minister PERSON , who has been Unsparing in his criticism of Demonetisation , PERSON said he advocated strong measures against corruption and black money but did nothing during his rule of 10 years .
Modi	NIE	Mr PERSON said that his government stand by farmers and Jawans of the country and blamed Congress government for always Befooling them and never thinking about their welfare .
Modi	NIE	While announcing the Demonetisation , Prime Minister PERSON had asked holders of such notes to deposit or exchange them in banks till December 30 .
Modi	NIE	Mocking the BSP and the Samajwadi party , Prime Minister PERSON said both came together against the Demonetisation scheme though they usually oppose each other on most topics .
Modi	NIE	Modi asked party leaders to work during the week to give a boost to the use of Bhim app , a digital payment application , by educating the masses about it and helping them download it , parliamentary affairs minister PERSON told reporters after the meeting .
Modi	NIE	PERSON : Communist Party of India ( Marxist ) on Friday alleged that the state 's BJP unit knew about the Demonetisation beforehand and deposited RS 1 crore in RS 1000 and RS 500 currency notes in the party account of a nationalised bank just hours before prime minister PERSON announced scrapping of high value notes at 8 PM on Tuesday .
Modi	NIE	Our mantra is to provide education to boys and girls , income for youth , irrigation facility to farmers and medicines to elders , PERSON said .
Modi	NIE	Modi said the Congress promised to waive farmers ' loans in Karnataka , but instead of doing so , issued warrants against peasants and sent them to jail .
Modi	NIE	In the coming times more steps will be taken against black money , said PERSON .
Modi	NIE	Demonetisation will help us achieve an honest economy and help improve the lots of the poor , said Modi .
